Altitude	Temperature	Pressure	HE[m-3]	H2[m-3]
8.196700e+02	8.724619e+02	0.000000e+00	6.887064e+10	2.843961e+13
8.206700e+02	8.723624e+02	0.000000e+00	6.803111e+10	2.825742e+13
8.216700e+02	8.722595e+02	0.000000e+00	6.720023e+10	2.807687e+13
8.226700e+02	8.721536e+02	0.000000e+00	6.637796e+10	2.789792e+13
8.236700e+02	8.720446e+02	0.000000e+00	6.556425e+10	2.772056e+13
8.246700e+02	8.719327e+02	0.000000e+00	6.475905e+10	2.754477e+13
8.256700e+02	8.718179e+02	0.000000e+00	6.396234e+10	2.737054e+13
8.266700e+02	8.717005e+02	0.000000e+00	6.317405e+10	2.719785e+13
8.276700e+02	8.715805e+02	0.000000e+00	6.239416e+10	2.702668e+13
8.286700e+02	8.714581e+02	0.000000e+00	6.162261e+10	2.685701e+13
8.296700e+02	8.713333e+02	0.000000e+00	6.085937e+10	2.668882e+13
8.306700e+02	8.712062e+02	0.000000e+00	6.010439e+10	2.652210e+13
8.316700e+02	8.710771e+02	0.000000e+00	5.935763e+10	2.635684e+13
8.326700e+02	8.709459e+02	0.000000e+00	5.861904e+10	2.619300e+13
8.336700e+02	8.708128e+02	0.000000e+00	5.788859e+10	2.603058e+13
8.346700e+02	8.706779e+02	0.000000e+00	5.716622e+10	2.586956e+13
8.356700e+02	8.705414e+02	0.000000e+00	5.645190e+10	2.570992e+13
8.366700e+02	8.704033e+02	0.000000e+00	5.574558e+10	2.555164e+13
8.376700e+02	8.702637e+02	0.000000e+00	5.504723e+10	2.539471e+13
8.386700e+02	8.701228e+02	0.000000e+00	5.435679e+10	2.523911e+13
8.396700e+02	8.699807e+02	0.000000e+00	5.367422e+10	2.508481e+13
8.406700e+02	8.698375e+02	0.000000e+00	5.299949e+10	2.493181e+13
8.416700e+02	8.696933e+02	0.000000e+00	5.233254e+10	2.478008e+13
8.426700e+02	8.695482e+02	0.000000e+00	5.167334e+10	2.462961e+13
8.436700e+02	8.694023e+02	0.000000e+00	5.102184e+10	2.448038e+13
8.446700e+02	8.692558e+02	0.000000e+00	5.037799e+10	2.433237e+13
8.456700e+02	8.691088e+02	0.000000e+00	4.974177e+10	2.418557e+13
8.466700e+02	8.689613e+02	0.000000e+00	4.911312e+10	2.403995e+13
8.476700e+02	8.688135e+02	0.000000e+00	4.849199e+10	2.389551e+13
8.486700e+02	8.686655e+02	0.000000e+00	4.787836e+10	2.375221e+13
8.496700e+02	8.685174e+02	0.000000e+00	4.727217e+10	2.361005e+13
8.506700e+02	8.683694e+02	0.000000e+00	4.667338e+10	2.346901e+13
8.516700e+02	8.682214e+02	0.000000e+00	4.608194e+10	2.332907e+13
8.526700e+02	8.680738e+02	0.000000e+00	4.549782e+10	2.319021e+13
8.536700e+02	8.679265e+02	0.000000e+00	4.492098e+10	2.305242e+13
8.546700e+02	8.677796e+02	0.000000e+00	4.435136e+10	2.291567e+13
8.556700e+02	8.676334e+02	0.000000e+00	4.378893e+10	2.277995e+13
8.566700e+02	8.674879e+02	0.000000e+00	4.323364e+10	2.264525e+13
8.576700e+02	8.673431e+02	0.000000e+00	4.268545e+10	2.251154e+13
8.586700e+02	8.671994e+02	0.000000e+00	4.214431e+10	2.237881e+13
8.596700e+02	8.670566e+02	0.000000e+00	4.161019e+10	2.224703e+13
8.606700e+02	8.669150e+02	0.000000e+00	4.108305e+10	2.211620e+13
8.616700e+02	8.667747e+02	0.000000e+00	4.056282e+10	2.198630e+13
8.626700e+02	8.666358e+02	0.000000e+00	4.004949e+10	2.185730e+13
8.636700e+02	8.664984e+02	0.000000e+00	3.954299e+10	2.172919e+13
8.646700e+02	8.663625e+02	0.000000e+00	3.904330e+10	2.160195e+13
8.656700e+02	8.662284e+02	0.000000e+00	3.855036e+10	2.147557e+13
8.666700e+02	8.660962e+02	0.000000e+00	3.806413e+10	2.135002e+13
8.676700e+02	8.659659e+02	0.000000e+00	3.758457e+10	2.122529e+13
8.686700e+02	8.658376e+02	0.000000e+00	3.711164e+10	2.110137e+13
8.696700e+02	8.657115e+02	0.000000e+00	3.664529e+10	2.097823e+13
8.706700e+02	8.655877e+02	0.000000e+00	3.618548e+10	2.085585e+13
8.716700e+02	8.654663e+02	0.000000e+00	3.573217e+10	2.073423e+13
8.726700e+02	8.653475e+02	0.000000e+00	3.528532e+10	2.061334e+13
8.736700e+02	8.652312e+02	0.000000e+00	3.484487e+10	2.049316e+13
8.746700e+02	8.651177e+02	0.000000e+00	3.441079e+10	2.037368e+13
8.756700e+02	8.650071e+02	0.000000e+00	3.398304e+10	2.025488e+13
8.766700e+02	8.648994e+02	0.000000e+00	3.356158e+10	2.013674e+13
8.776700e+02	8.647948e+02	0.000000e+00	3.314635e+10	2.001925e+13
8.786700e+02	8.646934e+02	0.000000e+00	3.273731e+10	1.990238e+13
8.796700e+02	8.645953e+02	0.000000e+00	3.233444e+10	1.978612e+13
8.806700e+02	8.645007e+02	0.000000e+00	3.193767e+10	1.967045e+13
8.816700e+02	8.644095e+02	0.000000e+00	3.154696e+10	1.955536e+13
8.826700e+02	8.643220e+02	0.000000e+00	3.116229e+10	1.944082e+13
8.836700e+02	8.642383e+02	0.000000e+00	3.078359e+10	1.932683e+13
8.846700e+02	8.641584e+02	0.000000e+00	3.041083e+10	1.921335e+13
8.856700e+02	8.640826e+02	0.000000e+00	3.004397e+10	1.910038e+13
8.866700e+02	8.640108e+02	0.000000e+00	2.968296e+10	1.898790e+13
8.876700e+02	8.639433e+02	0.000000e+00	2.932776e+10	1.887588e+13
8.886700e+02	8.638800e+02	0.000000e+00	2.897833e+10	1.876432e+13
8.896700e+02	8.638212e+02	0.000000e+00	2.863462e+10	1.865319e+13
8.906700e+02	8.637670e+02	0.000000e+00	2.829658e+10	1.854247e+13
8.916700e+02	8.637174e+02	0.000000e+00	2.796419e+10	1.843216e+13
8.926700e+02	8.636727e+02	0.000000e+00	2.763739e+10	1.832223e+13
8.936700e+02	8.636328e+02	0.000000e+00	2.731614e+10	1.821266e+13
8.946700e+02	8.635979e+02	0.000000e+00	2.700040e+10	1.810344e+13
8.956700e+02	8.635681e+02	0.000000e+00	2.669012e+10	1.799455e+13
8.966700e+02	8.635436e+02	0.000000e+00	2.638527e+10	1.788596e+13
8.976700e+02	8.635244e+02	0.000000e+00	2.608580e+10	1.777768e+13
8.986700e+02	8.635106e+02	0.000000e+00	2.579166e+10	1.766966e+13
8.996700e+02	8.635025e+02	0.000000e+00	2.550281e+10	1.756191e+13
9.006700e+02	8.635000e+02	0.000000e+00	2.521921e+10	1.745440e+13
9.016700e+02	8.635023e+02	0.000000e+00	2.493805e+10	1.734716e+13
9.026700e+02	8.635085e+02	0.000000e+00	2.465728e+10	1.724020e+13
9.036700e+02	8.635187e+02	0.000000e+00	2.437693e+10	1.713355e+13
9.046700e+02	8.635327e+02	0.000000e+00	2.409706e+10	1.702720e+13
9.056700e+02	8.635507e+02	0.000000e+00	2.381772e+10	1.692117e+13
9.066700e+02	8.635726e+02	0.000000e+00	2.353895e+10	1.681545e+13
9.076700e+02	8.635983e+02	0.000000e+00	2.326081e+10	1.671005e+13
9.086700e+02	8.636279e+02	0.000000e+00	2.298334e+10	1.660497e+13
9.096700e+02	8.636612e+02	0.000000e+00	2.270659e+10	1.650023e+13
9.106700e+02	8.636984e+02	0.000000e+00	2.243062e+10	1.639583e+13
9.116700e+02	8.637393e+02	0.000000e+00	2.215547e+10	1.629176e+13
9.126700e+02	8.637840e+02	0.000000e+00	2.188120e+10	1.618805e+13
9.136700e+02	8.638324e+02	0.000000e+00	2.160784e+10	1.608469e+13
9.146700e+02	8.638846e+02	0.000000e+00	2.133546e+10	1.598168e+13
9.156700e+02	8.639404e+02	0.000000e+00	2.106409e+10	1.587904e+13
9.166700e+02	8.639999e+02	0.000000e+00	2.079379e+10	1.577677e+13
9.176700e+02	8.640631e+02	0.000000e+00	2.052462e+10	1.567488e+13
9.186700e+02	8.641298e+02	0.000000e+00	2.025661e+10	1.557336e+13
9.196700e+02	8.642002e+02	0.000000e+00	1.998981e+10	1.547223e+13
9.206700e+02	8.642742e+02	0.000000e+00	1.972429e+10	1.537149e+13
9.216700e+02	8.643518e+02	0.000000e+00	1.946008e+10	1.527115e+13
9.226700e+02	8.644329e+02	0.000000e+00	1.919723e+10	1.517121e+13
9.236700e+02	8.645175e+02	0.000000e+00	1.893580e+10	1.507167e+13
9.246700e+02	8.646056e+02	0.000000e+00	1.867583e+10	1.497255e+13
9.256700e+02	8.646973e+02	0.000000e+00	1.841738e+10	1.487384e+13
9.266700e+02	8.647924e+02	0.000000e+00	1.816049e+10	1.477556e+13
9.276700e+02	8.648909e+02	0.000000e+00	1.790521e+10	1.467770e+13
9.286700e+02	8.649928e+02	0.000000e+00	1.765159e+10	1.458028e+13
9.296700e+02	8.650982e+02	0.000000e+00	1.739968e+10	1.448330e+13
9.306700e+02	8.652070e+02	0.000000e+00	1.714954e+10	1.438676e+13
9.316700e+02	8.653191e+02	0.000000e+00	1.690120e+10	1.429067e+13
9.326700e+02	8.654345e+02	0.000000e+00	1.665472e+10	1.419503e+13
9.336700e+02	8.655533e+02	0.000000e+00	1.641014e+10	1.409986e+13
9.346700e+02	8.656754e+02	0.000000e+00	1.616753e+10	1.400515e+13
9.356700e+02	8.658007e+02	0.000000e+00	1.592692e+10	1.391091e+13
9.366700e+02	8.659294e+02	0.000000e+00	1.568837e+10	1.381715e+13
9.376700e+02	8.660612e+02	0.000000e+00	1.545192e+10	1.372387e+13
9.386700e+02	8.661963e+02	0.000000e+00	1.521763e+10	1.363107e+13
9.396700e+02	8.663346e+02	0.000000e+00	1.498554e+10	1.353877e+13
9.406700e+02	8.664760e+02	0.000000e+00	1.475570e+10	1.344697e+13
9.416700e+02	8.666207e+02	0.000000e+00	1.452817e+10	1.335567e+13
9.426700e+02	8.667684e+02	0.000000e+00	1.430299e+10	1.326488e+13
9.436700e+02	8.669193e+02	0.000000e+00	1.408021e+10	1.317460e+13
9.446700e+02	8.670733e+02	0.000000e+00	1.385988e+10	1.308484e+13
9.456700e+02	8.672303e+02	0.000000e+00	1.364205e+10	1.299560e+13
9.466700e+02	8.673904e+02	0.000000e+00	1.342676e+10	1.290690e+13
9.476700e+02	8.675535e+02	0.000000e+00	1.321408e+10	1.281873e+13
9.486700e+02	8.677197e+02	0.000000e+00	1.300405e+10	1.273110e+13
9.496700e+02	8.678888e+02	0.000000e+00	1.279671e+10	1.264401e+13
9.506700e+02	8.680609e+02	0.000000e+00	1.259212e+10	1.255748e+13
9.516700e+02	8.682360e+02	0.000000e+00	1.239032e+10	1.247150e+13
9.526700e+02	8.684140e+02	0.000000e+00	1.219137e+10	1.238609e+13
9.536700e+02	8.685949e+02	0.000000e+00	1.199532e+10	1.230124e+13
9.546700e+02	8.687787e+02	0.000000e+00	1.180221e+10	1.221696e+13
9.556700e+02	8.689653e+02	0.000000e+00	1.161209e+10	1.213327e+13
9.566700e+02	8.691549e+02	0.000000e+00	1.142501e+10	1.205015e+13
9.576700e+02	8.693472e+02	0.000000e+00	1.124103e+10	1.196763e+13
9.586700e+02	8.695424e+02	0.000000e+00	1.106019e+10	1.188570e+13
9.596700e+02	8.697403e+02	0.000000e+00	1.088254e+10	1.180437e+13
9.606700e+02	8.699410e+02	0.000000e+00	1.070812e+10	1.172364e+13
9.616700e+02	8.701445e+02	0.000000e+00	1.053700e+10	1.164352e+13
9.626700e+02	8.703506e+02	0.000000e+00	1.036922e+10	1.156402e+13
9.636700e+02	8.705595e+02	0.000000e+00	1.020482e+10	1.148514e+13
9.646700e+02	8.707711e+02	0.000000e+00	1.004386e+10	1.140688e+13
9.656700e+02	8.709853e+02	0.000000e+00	9.886389e+09	1.132926e+13
9.666700e+02	8.712022e+02	0.000000e+00	9.732452e+09	1.125227e+13
9.676700e+02	8.714217e+02	0.000000e+00	9.582100e+09	1.117593e+13
9.686700e+02	8.716438e+02	0.000000e+00	9.435383e+09	1.110023e+13
9.696700e+02	8.718685e+02	0.000000e+00	9.292350e+09	1.102519e+13
9.706700e+02	8.720958e+02	0.000000e+00	9.153050e+09	1.095080e+13
9.716700e+02	8.723255e+02	0.000000e+00	9.017533e+09	1.087708e+13
9.726700e+02	8.725579e+02	0.000000e+00	8.885848e+09	1.080402e+13
9.736700e+02	8.727927e+02	0.000000e+00	8.758043e+09	1.073164e+13
9.746700e+02	8.730300e+02	0.000000e+00	8.634170e+09	1.065994e+13
9.756700e+02	8.732697e+02	0.000000e+00	8.514276e+09	1.058893e+13
9.766700e+02	8.735119e+02	0.000000e+00	8.398412e+09	1.051860e+13
9.776700e+02	8.737565e+02	0.000000e+00	8.286626e+09	1.044897e+13
9.786700e+02	8.740035e+02	0.000000e+00	8.178968e+09	1.038004e+13
9.796700e+02	8.742529e+02	0.000000e+00	8.075487e+09	1.031182e+13
9.806700e+02	8.745046e+02	0.000000e+00	7.976233e+09	1.024431e+13
9.816700e+02	8.747587e+02	0.000000e+00	7.881255e+09	1.017752e+13
9.826700e+02	8.750151e+02	0.000000e+00	7.790602e+09	1.011145e+13
9.836700e+02	8.752737e+02	0.000000e+00	7.704323e+09	1.004610e+13
9.846700e+02	8.755347e+02	0.000000e+00	7.622469e+09	9.981494e+12
9.856700e+02	8.757979e+02	0.000000e+00	7.545087e+09	9.917622e+12
9.866700e+02	8.760633e+02	0.000000e+00	7.472229e+09	9.854494e+12
9.876700e+02	8.763310e+02	0.000000e+00	7.403942e+09	9.792116e+12
9.886700e+02	8.766008e+02	0.000000e+00	7.340276e+09	9.730491e+12
9.896700e+02	8.768728e+02	0.000000e+00	7.281281e+09	9.669627e+12
9.906700e+02	8.771470e+02	0.000000e+00	7.227006e+09	9.609528e+12
9.916700e+02	8.774233e+02	0.000000e+00	7.177500e+09	9.550199e+12
9.926700e+02	8.777017e+02	0.000000e+00	7.132813e+09	9.491646e+12
9.936700e+02	8.779822e+02	0.000000e+00	7.092994e+09	9.433875e+12
9.946700e+02	8.782647e+02	0.000000e+00	7.058092e+09	9.376890e+12
9.956700e+02	8.785494e+02	0.000000e+00	7.028157e+09	9.320697e+12
9.966700e+02	8.788360e+02	0.000000e+00	7.003237e+09	9.265301e+12
9.976700e+02	8.791246e+02	0.000000e+00	6.983383e+09	9.210708e+12
9.986700e+02	8.794153e+02	0.000000e+00	6.968643e+09	9.156923e+12
9.996700e+02	8.797078e+02	0.000000e+00	6.959068e+09	9.103952e+12
1.000670e+03	8.800024e+02	0.000000e+00	6.954705e+09	9.051799e+12
1.001670e+03	8.802988e+02	0.000000e+00	6.955605e+09	9.000470e+12
